Orbit Number,T,Alpha1,Alpha2,Deviation Max
1,3.41566140351327,0.5412196907073127,0.4360868349272734,0.03729696912167356
2,3.41551393360797,0.549485749559882,0.4374745738562267,0.037300434231942355
3,3.41526533629329,0.5305820843439737,0.42644699483951004,0.037765411041061306
4,3.41501421540197,0.557404571671171,0.44555315946960566,0.0365993609184431
5,3.41476367667467,0.5513423857702232,0.44646548910452977,0.036711663784674387
6,3.41451371137945,0.5431371192434093,0.4402474876314955,0.03672607181314
7,3.41426431100064,0.5580491178517177,0.44086540922645956,0.036571325420305924
8,3.41401546720927,0.5648199041558711,0.4510952028758431,0.03588784264419092
9,3.41376717183919,0.5582792850773777,0.44765236042684453,0.03615221493227648
10,3.41351941691638,0.559369450539009,0.44362444195511347,0.03607112318138168
11,3.41327219463896,0.5534011989193641,0.4441692092952088,0.036166894919443
12,3.4130254973488,0.5545836432594613,0.4488323033051257,0.0360080070671996
13,3.41277931758026,0.5436752696247904,0.4443185115005106,0.03619119262602276
14,3.41253365207475,0.5450413888678405,0.44128465048867693,0.0361454203253722
15,3.41010350275466,0.5631891446795609,0.4536556841432626,0.03474011601942407
16,3.40771731845671,0.5456751990797789,0.4405702392216848,0.03454933940915293
17,3.40536976034664,0.5525460523317294,0.4494686420682913,0.033500554756440426
18,3.40305636467445,0.5371443007245971,0.4455030557893873,0.03317520006170163
19,3.40077334977434,0.5458442085034947,0.44808752212076985,0.03230305666105362
20,3.3985174778997,0.5485134637191851,0.456425488508853,0.03153464611459161
21,3.39628595086208,0.5476058688101747,0.46293404686991807,0.030801925978871957
22,3.39407633001758,0.5404098917677009,0.45006977666204195,0.030571064308213512
23,3.39188647399437,0.5577106096283958,0.46801338184688773,0.02926137390227749
24,3.38971448968925,0.5334533831925532,0.45185346094016754,0.029459365448743204
25,3.3875586930503,0.5313329446483722,0.4489573760061282,0.029061274900987682
26,3.38541757753516,0.5422342096749253,0.4602929281657732,0.02807714645722682
27,3.38328978839339,0.5415858625920313,0.4691803901056791,0.027448391894610766
28,3.3811741015209,0.5469855321545588,0.47098128518671445,0.02694286621739116
29,3.37906940597395,0.5312125790538913,0.4580567790432336,0.026869538916342434
30,3.3769746893344,0.5334393607908117,0.4654413489650999,0.026291266207175153
31,3.37488902543425,0.5170796808432129,0.44770257004051556,0.026336769018824355
32,3.37281156395848,0.5159495530637066,0.453264421737093,0.025750203392618756
33,3.37074152161052,0.5222797447105074,0.4599925996285888,0.025146644020753988
34,3.36867817452799,0.5291300728613099,0.46863129647457114,0.024504693032882496
35,3.36662085178263,0.5407450897373764,0.47724220153828195,0.023900888878398314
36,3.36456892974545,0.5377852756361677,0.4778434269218757,0.02344165421750234
37,3.36252182720304,0.5322947195583307,0.4718563549000377,0.023212564096275434
38,3.3604790010963,0.5294271482001899,0.4711883591416641,0.022814041396716986
39,3.35843994278447,0.5478838305834753,0.48992913387749015,0.021998502693480346
40,3.35640417477072,0.5172484010130479,0.4660077342556243,0.0223481072209447
41,3.35437124780479,0.5323735395481515,0.4806305494439146,0.021658989526264008
42,3.35234073832504,0.5190964094812278,0.4678766674490488,0.02160536992237802
43,3.35031224618874,0.5263272400843273,0.4780234590164288,0.02103282196095261
44,3.34828539264382,0.5214415267998449,0.477278585497218,0.020741388584627634
45,3.34625981852993,0.523843881705188,0.47687750897463055,0.02037820137942584
46,3.34423518264618,0.5216628715207511,0.4733453276587779,0.0201209057346263
47,3.34221116030786,0.5205098670541826,0.48258825343738887,0.019713996661244612
48,3.34018744204154,0.5271257390382016,0.48825595502480457,0.019274044999996794
49,3.33816373239469,0.524729481940983,0.4780199944173963,0.019038565111702013
50,3.3361397488784,0.531282131345657,0.48654767667800713,0.01867380502005671
51,3.33411522099658,0.5190573163109514,0.48399141706308113,0.018537655329313955
52,3.33208988936874,0.5099445495871984,0.47400432458690345,0.0184273336125466
53,3.33006350493173,0.4959364225054956,0.46135701504523297,0.018390692345500347
54,3.3280358282118,0.5112289900940031,0.47965364735139343,0.017767412494563418
55,3.32600662866167,0.5133931921125114,0.48842633719720674,0.017409651408620733
56,3.32397568404935,0.5032817409688469,0.47553971314365606,0.017365316914364298
57,3.32194277990503,0.5080629394349835,0.4811155555373909,0.016999109822099737
58,3.31990770900684,0.5168811234348598,0.4921101273325508,0.016603596765159538
59,3.3178702709134,0.5075558908153834,0.48545143721940637,0.01641973451293473
60,3.31583027153259,0.5112480760608681,0.49069575175632685,0.016084710658281216
61,3.31378752271814,0.5175860393749024,0.5014323234388733,0.015743636546021542
62,3.31174184190997,0.50490871352397,0.484553805207226,0.01579822542872743
63,3.30969305178587,0.5292135735927372,0.5092136956167563,0.015115791084661597
64,3.30764097995411,0.5086198129061094,0.4917379586615105,0.015181727765912133
65,3.30558545866033,0.506710118451976,0.4843624305480758,0.015065984822585313
66,3.30352632451659,0.5084940846942516,0.4933501731193921,0.014766203931600708
67,3.30146341825219,0.5157006780343685,0.5026579869083486,0.014344837172315626
68,3.2993965844795,0.4973727597977993,0.4876648836654316,0.014381891589236152
69,3.29732567148099,0.500366792297021,0.4901995515403327,0.014148435632926361
70,3.29525053100361,0.5198470622347304,0.508156140511033,0.013709316890679796
71,3.29317101807219,0.49647154897435253,0.4891022905555712,0.013743779417707146
72,3.29108699081885,0.488849700907829,0.4846439697711502,0.013700552751266843
73,3.28899831031298,0.5007013299769706,0.4944470667342122,0.013329071119031567
74,3.28690484041315,0.5116871118745014,0.5079993841126038,0.012932102353661878
75,3.28480644762356,0.5026434024011756,0.5039936492302133,0.012805213928538695
76,3.28270300096074,0.5093634633362278,0.5076759006193408,0.012576665561270298
77,3.28059437182773,0.5054346554763708,0.505741937473465,0.012421799664766775
78,3.27848043390023,0.500005751610527,0.5011360431040224,0.012300578657183916
79,3.27636106301487,0.5102127631042896,0.5065872497805465,0.0120660937962641
80,3.27423613706709,0.500192819653602,0.5054360706533765,0.011912157851259863
81,3.27210553591642,0.49743181888134214,0.49726691307396576,0.011848958331649029
82,3.26996914129476,0.5041387673202133,0.5163296359605888,0.011477350896254731
83,3.26782683672396,0.501357634353589,0.502574450572718,0.011413571420167084
84,3.26567850743475,0.48825519331565853,0.5007722962115337,0.011351503930182293
85,3.26352404029348,0.49446836723566584,0.5015165916940185,0.011136524894940334
86,3.2613633237319,0.4972512966664102,0.5089145013539501,0.01087858313377647
87,3.25919624768168,0.49520853480407945,0.5084384898561976,0.010797000732299228
88,3.25702270351409,0.49251060522253576,0.5120245600038349,0.010601079940724505
89,3.25484258397917,0.4894594249567017,0.4996279473057429,0.01056514499178541
90,3.25265578315623,0.4979990169929054,0.5161868340150955,0.010230113189840066
91,3.25046219639998,0.5085410002711144,0.5218489131089626,0.010031388998745373
92,3.24826172029258,0.4880854858379443,0.5061759737166404,0.01007804634979605
93,3.24605425260105,0.4760130707829165,0.49582472250990317,0.010079156281052506
94,3.24383969223282,0.49124217700149986,0.5231431691929951,0.009700274671994533
95,3.24161793919985,0.47973737240434267,0.49336676220512005,0.009720071605896647
96,3.23938889457907,0.4874695176449544,0.5106906976290896,0.00948804169662052
97,3.23715246047867,0.481223881277654,0.5077863600303706,0.00938929088995819
98,3.23490854000838,0.4964967197302995,0.5187507314162083,0.009117551677941142
99,3.23265703724508,0.493657091662402,0.5176396549002037,0.009000100441989185
100,3.23039785720908,0.4839050659320703,0.5129685278044989,0.008951826284137295
101,3.22813090583584,0.4943586073980752,0.5154085246073496,0.008752848052407851
102,3.22585608995248,0.48445098463261804,0.5155964499022881,0.008679677987129042
103,3.22357331725535,0.4730428325720902,0.5048727869014893,0.008625192443973658
104,3.22128249628979,0.4897376777345916,0.5201947272542687,0.008392614154960199
105,3.21898353642905,0.47659582650577476,0.5016929059840737,0.008426110226573707
106,3.2166763478603,0.48493777997836435,0.519658791642097,0.008168856665554761
107,3.21436084156289,0.49868571155275343,0.535146962070566,0.007930241437844746
108,3.21203692929936,0.4854241064850344,0.5133952644189017,0.007976466410331711
109,3.20970452359869,0.4690455667536973,0.5090661435939041,0.007948499887361859
110,3.2073635377446,0.4860205304546203,0.5248856394270758,0.007681959625239217
111,3.20501388576377,0.5014788292686039,0.538572353550927,0.007470690635810015
112,3.20265548241774,0.4703728140639064,0.5190723259629688,0.007563933037465405
113,3.20028824319258,0.48681280987578057,0.5276278530633879,0.007314654495763202
114,3.19791208429196,0.47675745223552035,0.5164136890579752,0.007319859239602851
115,3.19552692263082,0.47399988552119254,0.5173337883693478,0.007228313975537886
116,3.19313267582886,0.48167358767599877,0.52592307458505,0.0070469531311033754
117,3.19072926220574,0.47216518957666276,0.5115941122093315,0.007041801707441087
118,3.18831660077851,0.481544316622863,0.5182036598956201,0.006895195104542267
119,3.18589461125618,0.48463810530245116,0.5293544504780296,0.006756007808123982
120,3.18346321404084,0.4774787755024317,0.5173159396639939,0.0067068366234900485
121,3.18102233022436,0.4847646733495862,0.537837025892794,0.006525109362150129
122,3.17857188158782,0.48872816719421086,0.5348126777448505,0.006419354051423127
123,3.17611179060413,0.48358145972553634,0.5310961196239028,0.006356790510779841
124,3.17364198043468,0.4744938497302429,0.5316445686013301,0.006294361938110955
125,3.17116237493547,0.4755267284223512,0.5280661926467842,0.006223730526329658
126,3.16867289865674,0.47891492111881495,0.5388863038456388,0.006085390439327655
127,3.16617347684724,0.4859722394952547,0.5443462074013362,0.005961048779927607
128,3.16366403545816,0.4609364620095825,0.5128879147723149,0.006036663525061939
129,3.16114450114584,0.47258033113621933,0.5308644966753675,0.005833012830057588
130,3.158614801278,0.4715481343526722,0.5296511769339299,0.005786947116401156
131,3.15607486394035,0.4724496627935318,0.5306626756768776,0.005706607098881013
132,3.15352461793973,0.46700645993296225,0.5271738271424133,0.005619187314718737
133,3.1509639928126,0.46381720909539326,0.5267501863473194,0.0055748629683311695
134,3.14839291883111,0.4773738290819237,0.5431284527484314,0.005393201520617023
135,3.14581132701222,0.4636882923580135,0.5265714701468922,0.005402599925116651
136,3.14321914912364,0.46905430133283266,0.5301110088553077,0.005309885351865378
137,3.1406163176957,0.46197551782261825,0.520200221188426,0.005287327648513151
138,3.13800276602533,0.4618827084092792,0.5257387121148083,0.005185189505581146
139,3.13537842818953,0.46947835296398066,0.5348546837761864,0.005077767636426882
140,3.13274323905399,0.4707223087574248,0.5489656064769526,0.004946092993721766
141,3.13009713428053,0.45434491591518894,0.5193172313835966,0.005022093303125441
142,3.12744005034787,0.45701409001409166,0.5199545590089181,0.0049172301644937275
143,3.12477192454446,0.4636204488454013,0.5346602366412804,0.004801201483750809
144,3.12209269499671,0.46001658526060424,0.5265498116779966,0.004761404315962508
145,3.11940230067263,0.4500085927802338,0.5153496968289007,0.004713692819916384
146,3.11670068139478,0.4406678647639546,0.5115615532478017,0.004698660660425249
147,3.1139877778533,0.45448335547733065,0.5299310335466616,0.004549384510411687
148,3.11126353161929,0.4680829404639516,0.538636189752841,0.004458604179303349
149,3.10852788515089,0.4581473782473845,0.5270880866642584,0.004428332705731959
150,3.10578078182164,0.47060884596384583,0.5396258204497665,0.004331279015244598
151,3.10302216591092,0.45505294878695846,0.5279453844869941,0.00430514797890239
152,3.10025198264328,0.47142786509325607,0.548450664836893,0.004147111482297665
153,3.09747017817845,0.4659617925509625,0.5452314036992193,0.00412556201530635
154,3.09467669964126,0.4573308489687929,0.5335488415913158,0.004105179656538466
155,3.09187149512851,0.4729146613929748,0.5457731148291136,0.003987572977857098
156,3.08905451373034,0.46754516745457897,0.5537254807875388,0.0039262844737092215
157,3.08622570552705,0.4470794590407677,0.5214915797678247,0.0039931769086312754
158,3.08338502163109,0.4550870323413316,0.5415628624821403,0.003873837734619501
159,3.08053241417193,0.44903682076380613,0.5279911354425548,0.00383700024516991
160,3.07766783633739,0.4600747868377038,0.5414644764529091,0.0037395139618609133
161,3.07479124236592,0.45038626279968674,0.5309197650860407,0.0037348708713868697
162,3.07190258757808,0.46578098645956667,0.5535986861035639,0.0036085266026718798
163,3.06900182838325,0.46259650028781263,0.550207281634777,0.0035649627033653027
164,3.06608892229649,0.4642697820469589,0.5457705080208533,0.0035250519118732748
165,3.06316382795345,0.4603179177662905,0.5464208805745663,0.003472014444207476
166,3.06022650512531,0.4533015322054908,0.5325491029637812,0.0034722462739024
167,3.05727691473348,0.45033676315994786,0.5394056143723425,0.0033935594011434665
168,3.05431501886522,0.46084421835631717,0.5548768078520775,0.0033044096184503447
169,3.05134078078978,0.45205966896431565,0.5441736287938941,0.0032932666247237705
170,3.04835416496747,0.45010537023843966,0.5401429716411089,0.003264908162168287
171,3.04535513707169,0.44470114486223716,0.5403751313331518,0.003225015805126778
172,3.04234366399997,0.4502905695394569,0.5388484528021231,0.003179996910161113
173,3.03931971388826,0.44959871443223787,0.5454947926021468,0.0031051429204459126
174,3.03628325612878,0.45530265493901223,0.548728530335363,0.003044518412527042
175,3.03323426137626,0.4472726204678491,0.5404095282147778,0.0030392859757253443
176,3.03017270157333,0.4493387690667019,0.5431334705951815,0.0029724040458376584
177,3.02709854995617,0.45902226570011456,0.5548469522488664,0.002902230925741793
178,3.02401178107085,0.45783573058672267,0.5545702767022227,0.0028641630215876348
179,3.02091237078737,0.4562941289753497,0.5535614659030488,0.0028267908497416334
180,3.01780029631268,0.44710930388840164,0.5493343822922697,0.0028013349539390557
181,3.0146755362046,0.4523477499642816,0.5529080782908667,0.0027563683530535386
182,3.01153807038002,0.4623872132170024,0.5705206510695985,0.0026817748127271374
183,3.00838788013697,0.45405132783782864,0.5549890506168736,0.0026702102330555108
184,3.00522494815984,0.4490816858105746,0.5482354575933225,0.002646182747504598
185,3.00204925852864,0.44566977417184594,0.5400977028655048,0.0026198349356832676
186,2.99886079674276,0.4527679071878952,0.554125094093,0.0025471399989864213
187,2.99565954972006,0.4454467553520911,0.549615363121295,0.0025380219781634
188,2.99244550581397,0.44026846972793765,0.5424078383749474,0.0025149308185051598
189,2.98921865482332,0.43854637187433954,0.5356492048182974,0.0024958182903791746
190,2.98597898800161,0.4467556535070396,0.5533521383911648,0.002418225557446096
191,2.98272649806586,0.4583105147195775,0.5693494873823866,0.0023525324752185625
192,2.97946117921471,0.44622248246166274,0.562765147363595,0.0023447461278704885
193,2.97618302712405,0.4408046738467118,0.5525536047583768,0.0023289903521542415
194,2.97289203897201,0.44752564572534503,0.5561945761955759,0.0022769080525562643
195,2.96958821342537,0.4410915380204101,0.5536241341542498,0.0022545072194490355
196,2.9662715506723,0.4420551090279737,0.5524944007170789,0.0022234579922230224
197,2.96294205241149,0.4369691861455927,0.5446391748900276,0.002210884268951873
198,2.95959972186914,0.4568296336375868,0.5690459234506177,0.002125818032487441
199,2.9562445637941,0.4391719594306013,0.5560388006109529,0.0021266274096874154
200,2.95287658448552,0.43934123721282725,0.5562780267624812,0.002100798870042605
201,2.94949579176657,0.43724979764388106,0.5457211361458626,0.002088205250917733
202,2.94610219502399,0.44321188787888194,0.5549563716235639,0.0020308992336252503
203,2.94269580518897,0.46278999477482263,0.5782069754024595,0.0019637903429691557
204,2.93927663474016,0.44564974449768274,0.5589615689834667,0.001970537263474452
205,2.93584469772988,0.454016124310605,0.5721702846658736,0.0019273097185630338
206,2.93240000976242,0.42765687111986095,0.5389481426103124,0.001953932106414864
207,2.92894258800674,0.4440507083164291,0.5583286598497389,0.0018924028130849174
208,2.92547245119986,0.44637781591087455,0.5690725808525091,0.0018500341969549428
209,2.92198961964313,0.45644605783140835,0.5779123885131147,0.001808562220565903
210,2.91849411520652,0.44040770224750575,0.5575666115701705,0.0018186352398626715
211,2.91498596132638,0.4297711718363959,0.5507695409634149,0.0018015863751756037
212,2.91146518300647,0.44004468818096065,0.5622988854514663,0.0017517607402194931
213,2.90793180681531,0.4468608997872512,0.5703807825512182,0.0017218508900491904
214,2.90438586088575,0.45252871757821955,0.576931975448262,0.0016858937343022717
215,2.90082737490988,0.4394724878357333,0.5579547577494017,0.001693153357701063
216,2.89725638014499,0.44094706192124267,0.5600282781284238,0.0016613893878233733
217,2.89367290938968,0.444448721902869,0.5704941601763811,0.0016294072955217725
218,2.89007699700847,0.42708589437836975,0.5560395150889407,0.0016289970623879556
219,2.8864686789016,0.44507490012768963,0.5658986300337533,0.0015849251941662602
220,2.88284799251239,0.4337605492540087,0.5612620226586232,0.0015776922731204554
221,2.87921497681874,0.44648782653672603,0.5679155429156983,0.0015385871456744526
222,2.87556967232609,0.43515328278584525,0.5570832048327592,0.00153338616360164
223,2.87191212106468,0.4329608564906431,0.5527863665326445,0.0015175593091684965
224,2.86824236655898,0.44349509880978977,0.5666024994297794,0.0014780661344111626
225,2.8645604538652,0.44711169523943695,0.5778509814390488,0.0014479702951308412
226,2.86086642951682,0.44185161821379426,0.5742043226023469,0.001432927430926859
227,2.8571603415371,0.43730512863440507,0.5634131847816153,0.0014213581671028877
228,2.85344223942581,0.43227536496501817,0.561200086133524,0.0014084625529374847
229,2.84971217414373,0.436317986298545,0.5717233463562023,0.0013774108047992521
230,2.84597019810867,0.4335255800854022,0.5652248822851831,0.0013643394305086706
231,2.84221636517825,0.436539713838261,0.5600253892639941,0.0013522126133694177
232,2.83845073063918,0.424232688547986,0.5498536185633611,0.0013463522011767897
233,2.83467335119339,0.44059633909944274,0.5712645523676638,0.0013024117254437954
234,2.8308842849456,0.4363281437151916,0.5736516305176392,0.001282284391198563
235,2.82708359138834,0.4330732317965079,0.5636856700063749,0.0012772292315907428
236,2.82327133138771,0.42096745837424776,0.550735178353922,0.0012767169262027627
237,2.81944756716659,0.43120739867223,0.5594862872079005,0.001244542324153414
238,2.81561236229446,0.42962362025256606,0.5609195045881568,0.0012269324395008689
239,2.81176578166136,0.4416697258040383,0.5790736516774628,0.0011958921542382938
240,2.80790789147133,0.41710518075893604,0.5466563689122662,0.0012130763208904997
241,2.80403875921899,0.43700404661534403,0.5760386009945787,0.0011646719696245282
242,2.80015845367971,0.4175838989325861,0.5525854479220401,0.0011778842363352217
243,2.7962670448643,0.4392208511210312,0.5768992125917772,0.0011347697597258496
244,2.79236460405543,0.43599212383298747,0.5723800406802753,0.0011226292521478642
245,2.78845120373276,0.4385761024382858,0.5754753621402937,0.0011000009641222346
246,2.7845269175792,0.4226566375230413,0.5536787317012237,0.001115617550825122
247,2.78059182046163,0.45135446465731416,0.5916195439378732,0.0010594739540867833
248,2.77664598840403,0.4260790640009371,0.566599547400319,0.001074401448940428
249,2.77268949857426,0.4386590033646719,0.5768939424414385,0.0010497732988383208
250,2.76872242925538,0.42495833426254526,0.5649327158954911,0.001045629020294021
251,2.76474485983014,0.4357027266728919,0.5787429912117801,0.0010219110213792455
252,2.76075687076251,0.44453896139180915,0.5862040126327056,0.0009973679574130257
253,2.7567585435496,0.4350430477256769,0.5769217291380029,0.0009956639654553256
254,2.75274996075421,0.43167744191537466,0.5696769109375305,0.0009887773007535596
255,2.74873120592725,0.4222236911679273,0.558732257102895,0.000988860914924852
256,2.74470236361773,0.431045904475431,0.5658671173356212,0.0009655076234669902
257,2.74066351931611,0.4247950160951617,0.5635255745449604,0.0009554976735097737
258,2.73661475949101,0.44319745313202286,0.5834862450729769,0.0009262793829173977
259,2.73255617151145,0.433387476471698,0.5802810283542114,0.000923238016892919
260,2.72848784362011,0.4371273842729835,0.5825182208685866,0.000906382850061698
261,2.72440986497156,0.43681568117880865,0.5775825436284715,0.0009000202841649614
262,2.72032232554306,0.43769564946213224,0.5878223485086471,0.0008823040239690016
263,2.71622531614475,0.4210752875946034,0.5672024497500502,0.0008858940961203755
264,2.7121189283667,0.42548227015238294,0.567597888034079,0.0008744891203413459
265,2.70800325460206,0.4359760204951719,0.5774591978674459,0.000857113674328373
266,2.70387838798218,0.4266587159027584,0.5674949613496705,0.0008515601491171211
267,2.69974442236389,0.4216598743070084,0.5617893371512654,0.0008477635611866973
268,2.69560145230642,0.42997901801277344,0.5769190823222033,0.0008265591168663645
269,2.69144957303918,0.4351927502806796,0.5804113635093585,0.0008157091406952615
270,2.68728888047603,0.4239550451678241,0.5626986434686004,0.0008163565095481311
271,2.68311947110984,0.4354935675856384,0.5778074723323721,0.0007937316281175872
272,2.67894144208768,0.43367999881488023,0.5779324918777429,0.0007848526099002421
273,2.67475489110717,0.41493966874945676,0.5598756418578316,0.00079272485519403
274,2.67055991642874,0.4226902745805633,0.5619232509470213,0.0007799564551215353
275,2.66635661684462,0.42865800322102876,0.5715328573516566,0.0007672094560619234
276,2.66214509165227,0.4302376535268807,0.5742750969804599,0.000753488075986202
277,2.65792544063851,0.42434163627813637,0.5696818966783321,0.0007507981100889515
278,2.65369776403002,0.42419957426231825,0.5674997328723209,0.0007444094597350666
279,2.64946216251152,0.41836009754067915,0.5629864387768446,0.0007377010581519443
280,2.64521873716501,0.4261640728327649,0.569573331465542,0.0007259986813138817
281,2.64096758946125,0.4209817762711824,0.5722365479783414,0.0007160135037311314
282,2.63670882123478,0.4340891533886269,0.5740340891179136,0.0007053748433517912
283,2.63244253465905,0.4216583366647868,0.5683416681340125,0.000703514765989171
284,2.62816883222611,0.4281259916973539,0.570780818626285,0.0006939748793665722
285,2.62388781671553,0.4257511897051497,0.573529488899682,0.0006836423965080286
286,2.61959959118471,0.4195161218781164,0.5629369091546919,0.0006820812680460956
287,2.61530425893278,0.4268937347572721,0.5647202900715277,0.000674226281728143
288,2.61100192348637,0.42692641544601684,0.5699398034820766,0.0006656907968030013
289,2.60669268857417,0.42438579620462935,0.5787110022408919,0.0006546572096253944
290,2.60237665810735,0.43151676387788335,0.5760600754083842,0.0006475420854741073
291,2.59805393615031,0.43202059739247434,0.5817620219457593,0.0006374748177790388
292,2.59372462690924,0.42954858770910453,0.5731352975939257,0.0006375473607652482
293,2.58938883470772,0.43165207951081846,0.5792606660671453,0.0006267178990868976
294,2.5850466639607,0.4160877042350103,0.5596554330934546,0.0006328487004483602
295,2.58069821916116,0.4335841692705222,0.5830917315468223,0.0006134930492127701
296,2.57634360484818,0.4296339406245725,0.5772607458000643,0.0006090385268129889
297,2.57198292560453,0.4193900079147975,0.5687065732612939,0.0006077050721472216
298,2.56761628601643,0.425454619856264,0.5720934973699767,0.0005997199131277899
299,2.56324379067387,0.4237680439997308,0.5729765633283175,0.0005939109625711911
300,2.5588655441355,0.4216559462499373,0.5714245823276504,0.0005911407289226302
301,2.55448165091514,0.43130205455121867,0.5820430480853096,0.0005786584962384408
302,2.55009221546487,0.43442980146990995,0.582208077072736,0.0005729530092486596
303,2.54569734216497,0.4399805459203124,0.588014249338076,0.0005647485665686042
304,2.54129713528266,0.4386979672792202,0.5863549277483888,0.0005614949143181744
305,2.53689169896386,0.43438214156454635,0.5870188807297001,0.0005564596585738101
306,2.53248113724588,0.42725776174772967,0.5774376224928028,0.0005566911498795805
307,2.52806555399465,0.42329063242720777,0.5699276379454459,0.0005558622005757604
308,2.52364505291089,0.43255957354455327,0.5787003450102409,0.0005460975423813407
309,2.51921973752818,0.4270870843562672,0.5760698765864379,0.000542502227856273
310,2.51478971114591,0.4290075261541471,0.5776718910558036,0.0005377464593116541
311,2.51035507686774,0.42700797609576074,0.5827859586671528,0.0005323821229584627
312,2.50591593758393,0.41952819511384587,0.5712146449540361,0.0005323304133994283
313,2.50147239591587,0.41936689278908507,0.5646316887581037,0.0005302332957201401
314,2.49702455422906,0.4243302136427037,0.5718964855749602,0.0005229212273383345
315,2.49257251461743,0.42924330668497446,0.5767440813770774,0.0005158015427534631
316,2.48811637889249,0.42109500438922953,0.572231540159615,0.0005149703371171463
317,2.48365624853874,0.42933393218236726,0.5859239088562231,0.0005058593885293766
318,2.47919222476876,0.4285783993530694,0.578342083567057,0.0005032469990104656
319,2.47472440842063,0.4351850818646211,0.5901415858537439,0.0004967792201994315
320,2.47025290003103,0.42419369746999586,0.5756654726915805,0.0004994157131088691
321,2.46577779976474,0.42580441100063726,0.5775046603990024,0.0004946767367551439
322,2.46129920742911,0.42649002777016676,0.5860624842699,0.0004889926777184823
323,2.45681722243412,0.4201729358968469,0.5688691311720318,0.000492150308285689
324,2.45233194384644,0.4198575955631537,0.5752642792768381,0.00048667551430243083
325,2.4478434702997,0.41861330696696397,0.5674519287845464,0.0004864765665400943
326,2.44335190003351,0.42162729663510456,0.5734361817803469,0.0004798454859860498
327,2.4388573308645,0.4097010533939561,0.5565452016322787,0.00048371472601011373
328,2.43435986018536,0.4201683952821473,0.574810447843157,0.0004738883599621574
329,2.42985958494834,0.4223074826087884,0.5747027718340996,0.0004705288580487382
330,2.42535660166809,0.424556238277178,0.5855777506120152,0.0004629862356826706
331,2.42085100638972,0.42430657245237113,0.5817259094444365,0.00046276079217053267
332,2.41634289471789,0.4289365506813352,0.5892396122570888,0.000456194803498872
333,2.41183236174218,0.4287448990200661,0.5896398344089302,0.0004527964339743194
334,2.40731950212452,0.42344208636428443,0.5764624517878034,0.0004552776983388482
335,2.40280441000834,0.43234689920181496,0.5901792203188331,0.00044821223236075035
336,2.39828717904993,0.4319815173606716,0.5944137057733344,0.00044404113983883403
337,2.39376790240288,0.42404736760968226,0.5855150131146758,0.00044494653907904236
338,2.38924667271349,0.4107366960893455,0.5669943028485764,0.00044941845963146184
339,2.38472358211395,0.4240181733305016,0.5824778031783318,0.000441007871703082
